Text,Sub-task A
"Don't agree with you in this. Toxic masculinity is as disgusting as fake
feminism.",OAG
130 dislikes... 130 liberGandus,OAG
"Arundhati Roy is a pros* ***** of ISI Pakistani generals and Hafiz Sayeed...
she's getting well paid...",OAG
"I'm shocked after watching ur reviews. How can u say that there is no problem
in Kabir singh's character. It was extremely problematic, & let me clear that
l'm not a feminist.",OAG
130 dislikes... 130 liberGandus,OAG
I need better word than 'chutiya' for this man?,OAG
PSCHYCOPATH SEXIST MAN,OAG
"Sucharita Tyagi is the biggest hypocrite she loved swara Bhaskar being a rebel
in veere di wedding",OAG
You are gost about it 😚☺️,OAG
Actually she was a prostitute before being a singer.,OAG
Ranu madafukker,OAG
Must be hanged to death or encountered....,OAG
Kick her out to pak,OAG
Please close this chapter.. very disgusting lady..,OAG
RX-100........Tamil movie...u should watch..That was a slap on feminism..,OAG
"Well women rule majority of households & even a saying goes ""women r always
right"","" man should listen to wife"" etc so why not complain about toxic
feminity?",OAG
"Let the fools be bro. They only enjoy porn like Veere Di Wedding and brand it
feminism",OAG
"Immediate arrest her.  
who gave her prize?  
redicuous .....",OAG
"You are absolutely right brother. She is not a singer but she is absolutely a
good beggar",OAG
Are you born from a pig 's pichwada......mc,OAG
"Honestly speaking Japanese anime are motivating and gives me life lessons than
this garbage bollywood movies",OAG
Through out this RAT from our Nation.,OAG
"Don't mix liberalism with feminism. U r very dillusional and u don't
understand wat the problem with Kabir Singh is. I don't even feel like seeing
ur videos every again. Unsubscribing u.. I hope ur daughter gets a bf like
Kabir Singh.",OAG
I hate liberals....,OAG
I hate you rano mondol,OAG
**SUCHARITA = CHEAP FUCK**,OAG
Dur baiman,OAG
I hate you rano mondol,OAG
"Arundhati is a old ugly witch poisoning the mind of people to promote violence
in India.",OAG
Such a bitch.,OAG
I don't think you r such a narrow minded one. Shit minded.,OAG
"Your own sister or frnds would also have felt little uncomfortable in many of
the stupid scenes of that movie .....No offence from the movie but your
explanation is extremely stupid .....",OAG
Whenever masculinity is shown these librandoos will cry.,OAG
That grey shirt guy..looks like Rapist!!,OAG
Kutte ki tarah pyar krr rhe hai 🤣🤣🤣,OAG
"As a citizen, I feel NRC is a slipper slap on my face, our forefathers shed
blood for freedom fight and we have to prove our basic citizenship. what a
shame and insult",OAG
"It's very very nice comedy. And Ranu Mandal is station word, or, selfish
singer and scoundrel girl.",OAG
"When poor people become rich they forget what they was before but she is those
kind of people she never realise what she was I didn’t like her from the
beginning she is a liar she is a bitch",OAG
"I never thought i would see anything worse than Kabir Singh, but then I saw
your video. So you think there is nothing wrong with dominating a young girl,
without her consent? You think it is ok to tell every other person to not come
near her because she is ""his""? You think it is ok to treat a girl like
property? You also think it is ok to slap a girl when she is crying because
her father saw you guys make out? Ye kahan ki mardaangi hai yaar? Open your
eyes. Grow up. Do not promote self destructive and wrong behavior, especially
to the huge population of impressionable kids who are your target audience,
purely for likes.",OAG
we are losing our traditional festivals the cause is fucking liberal..,OAG
"LKMKA, L - Leftist.these should be kich out",OAG
"That is not Ranu mondal
That is Panu mondal",OAG
U always talk same shit,OAG
One word for u bhaad me jaa chudail,OAG
"Fuck boy: चोदू लड़का।  
😂😂😂",OAG
Stop being gay,OAG
"You are soo fucked up that you can't understand someone else's
perspective......you think whatever you think or say is correct.....lmao",OAG
"Nothing is true about your statement....all the thing you have said about
feminism is not real...those are called fake feminism.first understand the
difference between them.This film promotes drug,smoking and alcohol.. how can
it be a good movie.!!",OAG
"first of all, there is thing, where people have their type and people
belonging to the LGBTQ+ community are BETTER at confessing and handling if
they crush on their straight friends THAN straight guys so shut the fuck up",OAG
fuck you . my fal and your face .fuck YouTube girld,OAG
I hate ranu mondol,OAG
Ranu is a big dog and big pig,OAG
Good....u r showing the real world....exposing the feminists and liberals,OAG
"**women have always double standard. Their standars are very high in the
context for men but when it came to self they dont stand on their own
standdards**",OAG
And yes I hate feminist being awara is their so called freedom,OAG
"It's very very nice comedy. And Ranu Mandal is station word, or, selfish
singer and scoundrel girl.",OAG
"Get lost Arundhati Roy! Do not behave like illiterate lady. Have you lost your
mind? Are you drunk? Shame on you Arundhati. I am really surprised how you got
that Brooker prize for writing the book? Did you hire someone to write the
book? You are telling people to be dishonest. Who knows? You must have hired
someone to write the book. It is so evident that honesty is not in your
dictionary. Shame!!",OAG
"This lady is the true face of urban naxal,and is paid by western countries and
isi to destroy india by giving provocative speech,she should be put behind
bars",OAG
"Arundati has to go to Bangladesh..... And we have to change her name to
kutta.... 💐💐💐💐",OAG
"Nobody gave a shit about alia's violent behavior in gully boy...  
But here kabir's behavior marked him as possessive..😛
[#Feminist](http://www.youtube.com/results?search_query=%23Feminist) didis and
bhaiyas.. Tb kaha the??",OAG
One word for u bhaad me jaa chudail,OAG
"Right wing is praising such bad movie and so called feminist are silent on
this movie . Ho kya raha hain . I m a kattar sanghi but as🤔 i am against this
movie",OAG
"Mamata , Arundhuti etc are born out of Surawardi Sperm he dropped to the wombs
many women on 16th Aug-1946 in Kolkata. In true sense they are really Bastards
/ Bitch-biologically they can't have a known father . We all know what
happened to him and imagine what is awaiting to Mamaata and Bitch Arundhati.",OAG
I hate liberals....,OAG
"Stop exargerating feminism . feminism is about protecting women in despair but
of course u have to exergerate looking down upon its real goal to prove your
point is just disgusting",OAG
Feminists​ & Liberals are curse to humanity,OAG
"Akshay Kumar pe video banao that how he's making fool of public by making
patriotic movies.",OAG
"Liberals don't want true love stories like Kabir Singh  
They want multiple relationship movies which spoils the Society ...  
They want multiple husband and wife....🤦  
But in Kabir Singh he loves only one girl she is every thing to him.he likes
to lough,sex,quarrel with her only this is called divine love.  
Kabir Singh is not a movie it is a life of full happiness,sarrow,angry,
commitment,love,sacrifice..all...good and bad but we have to take good only.  
Liberals don't want this type of love.  
Epic love story ♥️  
True love story♥️",OAG
I hate ranu mandal song,OAG
"Fuck off... Don't u day dare spread homophobia. Human race is not abt
increasing progeny. Love n compassion r the essence of humanity. If u r
intolerant towards a section just bcoz of their sexuality, then to hell with
u!",OAG
"mr mangina would u like your own wife doing orgasmic scenes like in veere di
wedding. nahi na . to fir chup baitho",OAG
Kutte ki tarah pyar krr rhe hai 🤣🤣🤣,OAG
"Fuck off... Don't u day dare spread homophobia. Human race is not abt
increasing progeny. Love n compassion r the essence of humanity. If u r
intolerant towards a section just bcoz of their sexuality, then to hell with
u!",OAG
Ranu mondol is selfish,OAG
"BRO MOVIE IS MOVIE.SEE AT AS A MOVIE.  
AND WE ONLY LIKE THIS MOVIE BECAUSE THE ACTING OF SHAHID WAS VERY GOOD.  
And people atleast got to know that they should not self harm for anyone.  
And atleast some struggle was there in movie that how people get so disastrous
after a break up.  
All girls are brainless creatures and Main story of every girl is they first
start loving a fuck boi who dont respect her at all and when he ditch her,they
openly say with their shitty mouth that all boys are same.  
Person who genuinly like krta h usse to vo banda intrest hi nhi marta.  
So in 14 -20 yr old nibbis and even nibbas are just mad.Stay away from
relation ship in these years coz there are rarely anyone who who know their
wants.  
Girls are mad.Stay away from them as much as possible.Dont follow them
blindly.Let them do whatever they want coz they even themselves dont know what
they want.They r fucking idiots.",OAG
