Text,Sub-task B
"Homosexuality is prohibited in almost every major religion. So we should not
follow western culture(even banned in Christianity).  
Our creator, the Almighty has made our metabolism in such a way that we can
only get attracted or do marrige from our opposite sex person. So a big
misconception is cleared here that homosexuality comes from our ancestor's
genes. Earlier there was a hypothesis by a scientist who said that it may be
genetic but later on it was discovered that the scientist himself was a
gay(psychologically not genetically). When people break the laws of
nature(like having sex with multiple persons of their opposite sex) their mind
later gets diverted to people of their own gender(like in western countries
earlier, there were so called mistresses 10 or 15 for a single man) who
fulfill the needs of wives for him alone. So, its our fault that we had
multiple relationships which made us psychologically so ill that we started
getting intrest in our own gender people also. God never made us like this nor
he will. We are breaking the rules of nature. It is also scientically proven
that having a single partner and enjoying a sex life with him/her throughout
your life rather than being a playboy or playgirl(sorry for the words) make us
a better human being in terms of both gender and obeying God's commandments.
So homosexuality is a sin in almost every religion and we should not legal it
in India. We should teach our future generations to have respect for their
opposite gender person(especially to boys) so that they do not develop a
mindset that girls are made for having fun(this will harm that boy
psychologically later), he may start finding intrest in his male friends just
to complete his fantasies. Same apply for girls. We should get bounded to the
rules made by nature and find a single life partner for us whom we can persue
our sexual and spiritual life.  
At last I would complete my stand by saying that God says us to follow the
Truth rather than to follow people who speak that homosexuality should be
legal in India on behalf of their democracy. Nothing is bigger than the Nature
given laws and the Truth of life.  
Peace ✌",GEN
"I am a doctor and I have come across many Homosexual gays as my patients...
All those are having multiple partners... I could not find a one man guy up
till now... So it won't be a good decision to include them in Indian army...
Otherwise those gays and lesbians will find only their new partners there and
it will destroy the descipline of Indian army...",GEN
"Arundhati Kutiya not lesbian, she is being well fu**led by mollas but that
Kasturi looks more like a Hijra",GEN
"I THINK ONLY GAYS AND LESBIANS ARE LEGAL. NOW RULE OF U N I V E R S E HAS BEEN
CHANGED. NOW MALE AND FEMALE RELATIONSHIP IS ILLEGAL. NOW U N I V E R S E
SAYS."" ON THIS PLANET THIS NEW SYSTEM HAS BEEN LAUNCHED""...NO SEXUAL CRIME
LIKE RAPE WILL OCCUR IN THIS NEW SYSTEM...EVERY GAY AND EVERY LESBIAN WILL
ENJOY THEIR SEX LIFE...LIKE KISSING.",GEN
"This lady doesn't even know that a term in India lasts for 5 years not 4
years. Saali America de yaha hero banne ke liye aayi hai. That's where the
term is for 4 years",GEN
"It is better to call scholars in the field of politics, sociology for debate.
Not the cracks from cinema, spokes woman from political parties. I could see
bitching only and stopped seeing your program after a few seconds. I will
never see your channel again.",GEN
"All theatres screening Kabir Singh should display a warning - Dogs and
Feminists not allowed 😂😂",GEN
"@Rishita Pandey that's the real face of you
bi#""[#ch](http://www.youtube.com/results?search_query=%23ch)...sorry i used
that word but you deserve it. your funda is clear, if someone has different
point of view then start abusing. and yes for chu""#""""yas like you 🖕",GEN
"She tells her name as Randi, gandwa as her father, jugaad as mother😂😂😂😂",GEN
Fuck those feminism and liberals film no.1 hai,GEN
Stop being gay,GEN
"Chutiya movie..Shahid betichod only care about sex.. kiara is also only want
sex.. jhatu movie",GEN
"This whore is a member of psuedo intellectual secular gang.She made a villa in
naive ST's land.",GEN
"All theatres screening Kabir Singh should display a warning - Dogs and
Feminists not allowed 😂😂",GEN
Fuck boy 😂😂😂😂😂😂,GEN
"[15:20](https://www.youtube.com/watch?v=n3d5IlngAMA&t=15m20s) fake accent
detected Kasturi Shankar (Kung fu kuttia)",GEN
"Yeh sala lal topi Sunil Chopra Pakistan k Zaid Hamid ka Bhai hai usiki bhasha
bolta hai",GEN
"In Indian army.... I will say in any army of the world the backbone, the
foundation of military or army is ""Discipline, Honour, Valour, love for
Motherland and Humanity, Courage to accomplish impossible task and many more
hard works""..... These are the things which is foundation of Indian armed
forces or foundation of any best militaries around the world, talking about
Gays or lesbians..... Just look at history in ancient time very few or
negligible number of women take part in army but time changed we are in 2019
and women are serving in military so Now Gays and lesbians recruitment in
military then military is well aware about the developments to be done
according to need and time and I think in future military will induct Gays and
lesbians in armed forces but now Indian army chief said we will not allow Gays
and lesbians in army then he is 100% correct and I support army chief,
patriotism is not just needed on borders for military only but inside the
country also we need a lot of patriots for bright future of country.",GEN
"To call people lke arundhati roy intellectual is absurd. Who has granted or
declared her as intellectual? press & some leftist cronies. there are millions
in india who are more educated than her, better writers than her, and deeply
involved in bringing up social and ethnic problems to the fore. She is an ORM.
Over Rated Mediocre. Her writings are pessimistic, rudderless and leftist
propaganda. She like other mediocre , has been pumped up by the previous elite
institutions. Her writings have not helped any one, beings or beasts, poor or
neglected. Her recent statement was of a middle class school student. she
should be treated with contempt and disgrace, Shame you stupid Lady.",GEN
feminist is cancer,GEN
"Feminists are characterless inhuman insane creatures who don’t deserve in
society.",GEN
"Homosexual will not allow in army.  
Becoz homosexuality is one of the major coz of sexual diseases.",GEN
"@Abinash Sarma I DON'T LIKE LGBTQ AND I DON'T SUPPORT THEM  
THIS IS MY VIEW MY SPEECH  
I LIVE IN A DEMOCRACY  
SO I WANT TO MAKE THESE PEOPLE TO LEAVE THE COUNTRY  
  
  
BLOODY IDIOTS",GEN
"how do u tolerate those bastards who thought that homosexuality is like a
disease and it comes from western country?? I felt like slapping them ...
Still we are so ignorant that we don't know that reason behind being a
homosexual. Great works guys, waiting for the reactions from other metro
cities like Mumbai, Kolkata, Bangalore and others..",GEN
"​@Kanan kumar Das **IN ABSENCE OF STRICT LAW ANY ANTI-NATIONAL CAN INSTIGATE
PEOPLE TO INDULGE IN VIOLENCE AND DISRUPT GOVERNANCE AND PUT TO THREAT
NATIONAL SECURITY....LOOK WHAT SHE IS OPENLY SAYING.....SHE IS SAYING THAT,
""KYA HUM INKO 4 SAAL KATNE DENGE""...IMPLORING PEOPLE TO TOPPLE AN ELECTED
GOVERNMENT.....WHY SUCH BASTARDS CANNOT BE BEHIND THE BARS AND BE PUNISHED SO
THAT ANYONE CANNOT INSTIGATE MASSES TO TAKE LAW IN THEIR HANDS......WHY THE
COURTS ARE NOT TAKING ANY SUO MOTO ACTION...WHY POLICE IS SO SOFT... WHY PIL
IS NOT BEING FILED....WHAY IS ARMY SOFT ON THESE INTERNAL ENEMIES......WHY
POLITICIANS IN THE GOVERNMENT ARE SOFT......WHAT THE FUCK IS
HAPPENING.....??????**",GEN
what the fucking mohila,GEN
raveesh stop being a feminist bitch,GEN
what the fucking mohila,GEN
"As all knows passion to serve nation does not bother of anything it can be
inside in anyone, army should proceed with the her protocol mandate and find
the way for all the nation builders whether they homosexual or normal, as our
apex court already decriminalized the homosexuality. As the homosexuality
somewhere in mind illness we can also go through with mandate of medical
official and other spiritual mentor.",GEN
"@Rishita Pandey that's the real face of you
bi#""[#ch](http://www.youtube.com/results?search_query=%23ch)...sorry i used
that word but you deserve it. your funda is clear, if someone has different
point of view then start abusing. and yes for chu""#""""yas like you 🖕",GEN
